d1,d2
0.724904074869333,-0.531578175780032
-0.922835827136958,0.601173586278469
-0.800319562206794,-0.902596979396808
-0.727512324213582,-1.21381357279209
2.30116365575934,-2.39974650508801
1.75842921118588,-2.134725573712
-1.20385226584961,0.190594091532187
-0.00652371205382975,-0.970571818930459
-2.38234324085375,3.59221215501875
-0.522388965795969,-0.604501609165413
-0.663237950952259,0.299489009002579
2.96448957396087,-1.38219224130422
-1.17988588808329,1.00787164858591
-1.14030649022904,1.93742433191124
-0.602011564750874,-0.783532105451253
0.374787197252551,0.243866565193738
-1.26402082396209,2.35654715351321
0.756597380977952,-0.692489918682884
0.306133790584309,0.859166779905675
-0.584394922293259,-0.825739589869222
-0.591940754717901,0.821084332846561
0.0416700628375065,-0.705366186269284
0.281421925031851,0.15369808294463
1.06536051265819,-1.63602028358086
-1.90749636182951,2.08723038626073
-0.31765041536922,1.03565325573229
-0.126309365820572,-1.49926348590709
-0.514077547287782,0.180218452802728
2.085749541174,0.738285884342693
-1.09951334451914,1.18458499192488
0.438630606574186,-0.901966976684579
0.58800383325405,-0.439982893890616
-1.02633495795062,0.748913553555371
0.431651709254505,-0.407987923689748
2.69905408918839,0.0933946696076196
0.237769911183342,0.723708666461562
-1.55205844435421,1.26324573710934
-0.663843398737263,0.448983330359252
1.62991570448635,-2.21469045922942
1.11312534873492,-0.320580365465422
