d1,d2
-3.25976325325201,2.94578401004474
2.00172124743172,-1.59702809993919
-0.270436367626195,1.80533338752503
-1.87603949070248,1.28147578117259
-2.25966763688169,2.41897940902934
-1.30233504457948,-0.248632189764372
0.899083591537591,-0.205835152200466
-1.68031319933325,3.02662211062854
0.605717944671423,-1.66082811753256
2.27690428620821,-1.01928075971741
0.897130463192224,-0.954234268527211
-1.0131933771727,-1.11041617964584
1.93538117362805,-0.916680333569045
-0.793764811272055,0.704001537474501
1.05561979969786,0.108001461966355
0.511923228836122,-1.27907796972986
3.11311810829083,-3.64970904502599
-2.62507775556492,1.72651300157569
1.92759242982949,-2.19933032384596
-0.143601336938361,0.824341740081269
