d1,d2,d3
0.624835547263488,-0.605073589928685,-0.270940428233976
-0.887242470444225,-0.437807651150151,-0.590676041661001
-1.53982631815338,-1.40862454139324,-0.00827907690160026
-0.429488622989871,-0.0465166477349604,1.96250790277605
-0.849684934982414,1.94326130366269,-0.704608417948195
1.44973255233957,-1.28550839366854,-0.933302550204116
0.526810421452641,-1.29157218682503,0.793715593411674
0.684257812678716,-1.27471692785321,0.971040164814289
-0.67203775583939,0.314856528994703,-1.31328242630102
1.02672543238003,1.1430030265028,-0.520122839293043
-0.284924054444811,0.219219702213131,-0.415459450634159
-0.0741351788626686,-0.0669029840741818,1.06017026095489
-0.067988130126476,0.95250617295824,-0.601932493684532
-1.03550264813895,1.24405541728313,-1.41281142576582
-1.07140614845701,0.174060432766124,-0.48767897649891
1.70969312552836,0.651884003843405,-0.162254500822716
-0.598648983855671,0.0800774784555247,-0.384032252630273
0.727983673324881,1.83743993522778,0.827360528053725
-0.586051434187333,-0.149104005659393,-0.0784412589006804
-0.850607392680497,0.0313642703855442,-0.717617783687767
-1.26087721549977,0.133609035504428,1.88795244022958
0.17679940328168,-0.0116182596712588,-1.32442886253895
0.811507423431813,-0.0511264674247275,3.09614821179811
1.06461750957493,0.748273470324303,-0.5341441554714
-0.845588499745513,0.753711130498116,-0.991144321215808
-0.594482752820914,-1.33481739291662,-0.0316496902034815
0.909336013141919,-1.09471313933542,-0.971643950858611
-0.318107778373231,-0.50222202633259,-0.205683154062761
1.93199241519267,2.03277620100337,-0.330256586458903
-0.986288301933867,-0.418953092308929,0.879001014858348
0.0919245298653986,-1.36994789123377,-0.699213444130757
-1.20684236172381,0.498284337469318,0.505768163483968
0.334350824334185,1.93974657048873,0.247040765119563
-0.378295811818021,-0.427686878575596,-0.118685717913033
-1.4743443631741,-0.747390138376755,0.180307519880154
1.54869696635071,-0.828312460931882,-0.0188776258913198
0.0750410117411133,-1.27218726175765,-1.05975968685442
2.56069431984445,-1.14036958391208,-0.0663609184320804
-0.0846899055706038,1.0171099825359,2.06648101434004
-0.157937917904042,0.0499325209474182,0.475794457478956
