d1,d2,d3
0.560978097461983,0.991188503545729,-0.8118176486983
-0.450600595108124,-0.35217101122899,-0.989534732796569
-0.771434081066005,1.12160337338963,-1.25685047187628
0.971717331839735,-0.714868252049575,0.875323624904957
-0.149897534996892,-0.100119465202055,0.204761739120745
1.00518642196272,0.591046725044436,-1.0017438019795
-1.60779760183994,-1.05728365276802,-0.514938765182013
-1.12112942815059,-0.327552741680847,0.800231913646704
-0.00819587353546154,-1.05374860189372,-1.06835616827371
-0.535419931542565,-0.456249178962675,0.777781271575335
2.24197219963262,-0.553041208309412,0.0634504644568172
0.306433851340847,1.70456863277642,-1.38744590628928
1.03327697781845,1.48166203587598,0.821444819443446
-0.721314612434125,-1.05085430904895,0.0506517251087318
-0.0331198492026671,-0.290607360220364,2.02060033014227
-0.588067153363611,-0.80056565661956,-0.399788973208363
0.00208577657320436,-1.09441201394528,-1.01640577691811
1.6706723963808,-0.856874909988117,0.791429313825206
-0.51193216024502,1.20698078132551,0.417735989823514
-1.29341423152537,1.61129830995987,1.62347105317439
