d1,d2
3.67192222246421,-2.1990718811194
-1.63388336672553,0.687261417354011
0.773237004698253,0.144463236574517
1.25331470113479,-1.9811353137054
1.64148576488652,0.0303932000829004
-0.2308699673391,-1.14959346659843
0.246011908957268,-1.20638785501757
-0.933836739160623,-0.426171805837957
-2.31577342528409,2.40093128856626
1.29179552826281,-1.59772933257826
1.16127248555496,-1.48428167049501
-4.08044583848151,5.13311292144968
-0.0695571176652803,-0.582817894323185
-0.814750313566329,1.63395931444812
0.228036389026882,-0.760743830088579
-2.04161514844663,2.03225273410456
-0.483964654113995,-1.01669765279933
0.385908863268038,0.0171700583525509
0.23646184192744,-0.476570459013878
-2.13725830919546,1.64975502290766
-4.06839284953999,3.40053931340623
1.45156319304399,-1.90334699293875
-1.65015382783388,1.18762254844113
1.02745247336742,0.903462043980185
2.80994566334468,-3.01656435036837
1.91886323592663,-2.76228961470776
1.03439243551909,-0.828763664390182
-0.305059024347771,-0.534846188049133
4.18319089991337,-3.5020014003364
0.280653127764001,-1.51069557860482
1.36881178439227,0.0501665319371443
0.524662268653057,1.9943768153061
-2.30359448608829,1.92604544836672
0.446074619113793,-0.290698130003851
0.900814858095798,-1.1514922802632
-0.17988757756805,-0.499031216478075
-1.15598399604715,0.46721456964116
-3.77510624622482,3.95652103774038
-3.60444420462335,4.14613262160318
4.94870582293652,-2.88044954654491
