d1,d2
1.69921264227953,-0.94406297802475
-1.64197530526416,0.907746607182974
0.00973244531953083,-1.43091474312714
0.570479930955102,0.566797752676669
1.42057945033392,0.00749312876123627
0.796524327826715,-1.19966544013749
0.911589510071287,2.0500148512067
-0.709673977284761,-0.443606946991091
1.15374913813394,-1.2632596406618
-0.258878584274853,-0.0222711616395487
1.24920782467756,-2.05918049270651
-0.443062306369333,0.387086328130345
-2.61874388339721,0.474819901277974
0.749306731478543,-1.30484436694373
-0.940126569806884,0.43600489769842
-1.7241570207913,1.88805596412338
0.663577232473892,-0.638010489747775
-0.508164323562266,1.20731324818466
-0.398836428372904,0.651598524933428
0.0196591655740185,0.728885055803953
