d1,d2,d3
0.851402464792824,-1.47110798084652,-0.580168450064923
0.308335311289584,-1.14812012770271,-0.995308077229653
-1.45470355954852,1.12419806121776,0.139029710083359
0.987854945792073,-0.145180154834925,-0.882693595134472
-0.692017981081889,-0.929913391771608,0.127679369018645
0.00267834153835559,0.739647652948718,0.887714386816634
-0.434670631221385,1.78876988721958,-1.25660303257084
0.711640936392031,-0.505178506158038,-0.721282795726341
-1.37462877012593,-0.227702344649926,-0.068785831197486
-0.811126289174837,-0.127951797027003,1.33156682277453
-0.269053041662789,-0.0110049629915113,-0.418962106003635
-0.892391634343821,-0.434147006869564,-0.772783696820824
-1.08598320827717,-1.02639887021576,0.0918589203658583
-1.08694175913234,-0.00335673764740124,1.06983826953157
-0.740117577397119,-0.321173292755564,-1.56599377083211
1.27212990841544,-0.783335611463393,-0.743133581163629
0.744901517356306,1.71384321396445,-0.587751525957648
-1.16312287013909,0.405394067072919,1.13045624213034
-1.02644216593187,-1.51993201853778,1.725373718427
-0.646201342342818,-0.860774495259505,-0.875443815651111
-1.1268084344809,0.40835582804703,-0.62886430766439
1.02379699130427,0.916225251851319,0.682919330406133
1.32302129555843,0.164171114140163,0.792732090454043
1.03123747361261,2.65989157278243,0.175434863537608
-1.43077840805816,1.3184925210177,-1.07571697416581
1.16779462424215,1.04235305402741,0.754725174549375
-1.19544896929578,0.745977285787836,0.20471954367884
2.3193085874285,-1.30684910390679,-0.560760260969718
0.301791981986924,-1.19096365997321,-0.536786564153664
-0.269529621696365,1.08635689030921,-1.14888058393573
-0.386012678131479,-1.39416929804223,0.0955221364104673
-0.283833569688552,-1.09345893515202,-0.425445817315712
0.0575180368385424,0.652934566072037,0.906370912344959
0.623202076159395,0.208223711634285,2.79047500551062
1.15275765335724,0.738956306958919,0.13830585331143
-0.38067307867937,0.147932525573804,-0.114552255147186
0.852793527416516,-0.929981102209424,2.28000956488072
0.274632043474106,-0.391872442063933,-1.4413759355262
-0.281236367989214,-0.331036478715775,0.574011556603917
2.02492424144412,0.291884808168998,-0.497450493604976
