d1,d2
1.38695805426869,-2.42664381205147
-1.46035008218007,0.541925187752086
-0.413184333895758,-0.692328962414845
-1.71073707731664,1.20342116884242
-0.56239075437265,-0.0915473563924877
1.06203908283879,-1.49919480802557
-0.150074989985775,0.232494852233636
-0.666480249616267,0.669711938176399
-0.380684651962812,0.477265846376498
-1.29160662738768,1.29063346565708
0.52853084614689,-1.44924475093441
-0.189279200491214,1.12978478230723
-1.01848817483504,-0.342735476110369
3.36183742996496,0.16104372487633
2.83215410448418,-1.34862176515288
-0.82651216959948,0.31828911286425
-0.27698556878866,-0.0216465095638725
0.0586495360850927,0.79848701106891
0.410134969980347,1.49117356515578
-1.53470310281351,1.63365006912749
-0.507766391056832,1.31365086492666
-1.34849794223177,1.91961645972473
0.584846147054648,-0.0817385881638553
0.795816492154344,-1.2262684881661
0.691349841413121,1.33085864291864
-0.260790394415559,0.721884383139631
0.443451109752573,-0.772569140345317
-1.43474903590167,0.513232319157477
2.78516155208635,-3.49396543567714
0.739369243240407,-0.349322365228277
2.78741863286408,-2.77384674496558
0.122668207432715,-0.510139127640857
-0.172423906590035,0.969733737613404
-0.473483972913682,0.172173734385567
-0.48882358798407,-1.52223249467048
-1.17841991863666,2.00572811531371
-1.05446070654242,-0.25662112642829
-1.29777916383944,1.70332396591062
1.61937632276252,-2.54326369806849
-1.51108956917198,0.803847702471736
