d1,d2,d3
0.664244054813259,-2.91186003030054,1.6932368911805
0.976110395258394,0.72651758906546,-1.18060128670332
0.695423180262247,0.702092600891074,-0.028122347052568
-6.33413524271997,3.52255122988099,2.90449422003385
1.36941672607841,-1.03950526565774,-1.13557559024277
-2.48486402514115,-3.31846371783708,6.49363189954022
-4.03765594433423,0.0161354464566872,3.41339828919565
2.36622546109175,-0.649214388511581,-1.81993500811728
5.73287283682435,-0.548400395415193,-6.38714472959674
3.69562410584068,0.322164434795151,-4.27487006289586
-3.8723241254999,4.99765915641485,0.622598094419656
0.157948836155911,3.79528871122026,-4.68084479503979
-1.25321849829129,-3.07191605637456,3.69413907143898
3.03177791151423,2.54373778240142,-5.44617679209671
-1.92123433374302,1.22131324251468,-0.338831133933288
-2.5110345225245,-2.62374231951544,4.00111616158
2.2505769212222,-2.0120933957794,-0.294631785937372
6.40807263701215,-3.42442777684887,-0.30338378213917
-2.25675554803588,5.76494825003068,-3.64207849986245
-2.67707082578365,-4.01278509743085,6.70958118622846
